nro_operacion,nro_socio,qy_fechaproc,nro_oficina,tipo_operacion,estado_op,cod_destino_op,destino_op,cod_actividad,actividad_socio,fecha_concesion_op,fecha_fin_op,fecha_ult_pag,monto_credito,saldo_capital,saldo_por_vencer,saldo_no_devenga,saldo_vencido,int_normal,int_devengado,int_vencido,int_resolucion,int_castigado,int_mora,tipo_cartera,plazo,nro_cuotas,tipo_plazo,tasa_int_con,tasa_int_vig,tgarantia,valgarantias,fecha_garantias,calificacion,dia_pago,dias_mora,nro_cuotas_atra,val_capd,val_intd,val_morad,val_notd,val_gnot2d,val_intresd
9000000119,2000119,2026-05-18,69,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-08-26,2025-08-15,2025-06-14,23817.61,18495.95,18495.95,0.00,0.00,208.70,208.70,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,13.54,13.54,QUI,55205.48,2023-08-26,A2,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000120,2000120,2026-05-18,41,CRVIVIENDA,VIGENTE,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-07-19,2024-01-10,2024-11-13,13539.32,12603.80,12603.80,0.00,0.00,129.82,129.82,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,12.36,12.36,QUI,12198.72,2022-07-19,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000121,2000121,2026-05-18,41,PFMC,VENCIDO,MV,MEJORA DE VIVIENDA,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-11-20,2024-11-14,2025-12-21,26357.54,19803.78,19803.78,0.00,0.00,177.41,177.41,0.00,0.00,0.00,0.00,MICROCREDITO,12,12,M,10.75,10.75,VIV,61709.86,2023-11-20,B1,23,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000122,2000122,2026-05-18,5,MICROCRED,VIGENTE,ED,EDUCACION,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-02-03,2028-01-08,2025-03-21,17596.64,8906.67,7280.33,0.00,1626.34,106.21,106.21,19.39,0.00,0.00,32.53,MICROCREDITO,60,60,M,14.31,14.31,QUI,32991.55,2023-02-03,A2,22,5,0,1626.34,19.39,32.53,0.00,8.13,0.00
9000000123,2000123,2026-05-18,69,MICROCRED,VENCIDO,ED,EDUCACION,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-08-02,2028-07-17,2025-12-16,16322.77,15079.99,15079.99,0.00,0.00,151.81,151.81,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,12.08,12.08,PAG,19363.48,2025-08-02,A1,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000124,2000124,2026-05-18,20,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-06-26,2026-06-21,2026-01-02,13533.09,4073.72,3546.02,0.00,527.70,33.10,33.10,4.29,0.00,0.00,10.55,MICROCREDITO,12,12,M,9.75,9.75,VIV,28670.19,2025-06-26,A1,2,17,0,527.70,4.29,10.55,0.00,2.64,0.00
9000000125,2000125,2026-05-18,5,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-05-24,2031-04-23,2025-05-26,32801.15,12674.49,11440.70,0.00,1233.79,203.21,203.21,19.78,0.00,0.00,24.68,MICROCREDITO,72,72,M,19.24,19.24,QUI,81922.48,2025-05-24,A2,21,12,0,1233.79,19.78,24.68,0.00,6.17,0.00
9000000126,2000126,2026-05-18,41,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2023-07-17,2026-07-01,2025-07-30,20937.49,9294.39,9294.39,0.00,0.00,89.54,89.54,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,11.56,11.56,VIV,29851.06,2023-07-17,A2,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000127,2000127,2026-05-18,41,PFMC,VIGENTE,ED,EDUCACION,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-11-11,2030-10-11,2025-09-05,16500.69,7277.66,7277.66,0.00,0.00,78.11,78.11,0.00,0.00,0.00,0.00,MICROCREDITO,72,72,M,12.88,12.88,PAG,35518.59,2024-11-11,B1,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000128,2000128,2026-05-18,41,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-04-04,2024-03-24,2023-08-29,29771.75,23034.68,23034.68,0.00,0.00,189.65,189.65,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,9.88,9.88,QUI,31503.35,2022-04-04,A1,26,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000129,2000129,2026-05-18,60,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-02-27,2026-02-11,2023-10-06,28400.42,11235.54,9877.07,0.00,1358.47,184.54,184.54,22.31,0.00,0.00,27.17,CONSUMO,36,36,M,19.71,19.71,QUI,64808.07,2023-02-27,A1,14,16,0,1358.47,22.31,27.17,0.00,6.79,0.00
9000000130,2000130,2026-05-18,41,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-10-04,2027-09-08,2024-04-05,24453.49,14856.73,11975.52,445.70,2881.21,216.41,216.41,41.97,0.00,0.00,57.62,MICROCREDITO,60,60,M,17.48,17.48,VIV,44169.12,2022-10-04,A1,3,84,2,2881.21,41.97,57.62,0.00,14.41,0.00
9000000131,2000131,2026-05-18,69,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-06-28,2025-06-23,2025-10-08,33211.99,12963.07,12963.07,0.00,0.00,204.38,204.38,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,18.92,18.92,QUI,35248.75,2024-06-28,A1,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000132,2000132,2026-05-18,20,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-10-17,2028-09-26,2025-11-27,3852.82,2981.92,2981.92,0.00,0.00,26.74,26.74,0.00,0.00,0.00,0.00,MICROCREDITO,48,48,M,10.76,10.76,PAG,6910.56,2024-10-17,A1,18,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000133,2000133,2026-05-18,69,MICROCRED,VENCIDO,ED,EDUCACION,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-08-26,2026-08-16,2025-10-12,9155.64,3709.82,2801.55,0.00,908.27,45.91,45.91,11.24,0.00,0.00,18.17,CONSUMO,24,24,M,14.85,14.85,VIV,16193.22,2024-08-26,A1,22,11,0,908.27,11.24,18.17,0.00,4.54,0.00
9000000134,2000134,2026-05-18,41,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-10-11,2026-10-01,2026-04-29,25322.19,22787.90,19412.50,683.64,3375.40,258.26,258.26,38.25,0.00,0.00,67.51,CONSUMO,24,24,M,13.6,13.6,PAG,31551.07,2024-10-11,D,25,63,2,3375.40,38.25,67.51,0.00,16.88,0.00
9000000135,2000135,2026-05-18,48,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-08-17,2027-08-02,2026-05-13,6258.61,4054.41,3176.44,121.63,877.97,35.10,35.10,7.60,0.00,0.00,17.56,CONSUMO,36,36,M,10.39,10.39,VIV,5233.72,2024-08-17,A1,22,44,1,877.97,7.60,17.56,0.00,4.39,0.00
9000000136,2000136,2026-05-18,60,PFSC,VENCIDO,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2025-09-13,2030-08-18,2026-04-18,11110.53,3843.63,3475.92,0.00,367.71,61.05,61.05,5.84,0.00,0.00,7.35,INMOBILIARIO,60,60,M,19.06,19.06,QUI,17858.29,2025-09-13,A1,14,13,0,367.71,5.84,7.35,0.00,1.84,0.00
9000000137,2000137,2026-05-18,60,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-06-12,2026-12-04,2025-10-06,15876.22,2399.50,2399.50,0.00,0.00,39.41,39.41,0.00,0.00,0.00,0.00,MICROCREDITO,18,18,M,19.71,19.71,VIV,29035.39,2025-06-12,A1,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000138,2000138,2026-05-18,5,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2026-02-05,2027-01-31,2026-05-13,34110.57,6515.40,5381.40,0.00,1134.00,62.22,62.22,10.83,0.00,0.00,22.68,CONSUMO,12,12,M,11.46,11.46,VIV,56210.97,2026-02-05,A2,21,13,0,1134.00,10.83,22.68,0.00,5.67,0.00
9000000139,2000139,2026-05-18,20,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-11-13,2026-11-03,2025-12-12,14431.06,13612.66,13612.66,0.00,0.00,179.23,179.23,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,15.8,15.8,VIV,14627.41,2024-11-13,C1,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000140,2000140,2026-05-18,69,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-05-12,2028-04-15,2024-04-12,28097.56,26359.24,26359.24,0.00,0.00,329.93,329.93,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,15.02,15.02,PAG,27289.60,2023-05-12,B1,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000141,2000141,2026-05-18,41,MICROCRED,VIGENTE,RP,PAGO DE DEUDAS VARIAS,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2024-12-26,2027-12-11,2025-08-14,27522.13,5435.05,5435.05,0.00,0.00,64.27,64.27,0.00,0.00,0.00,0.00,MICROCREDITO,36,36,M,14.19,14.19,QUI,59504.45,2024-12-26,A2,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000142,2000142,2026-05-18,20,CRVIVIENDA,VENCIDO,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-04-11,2030-03-11,2025-01-25,16777.83,8475.79,6993.88,0.00,1481.91,97.97,97.97,17.13,0.00,0.00,29.64,INMOBILIARIO,72,72,M,13.87,13.87,PAG,28237.44,2024-04-11,A2,5,9,0,1481.91,17.13,29.64,0.00,7.41,0.00
9000000143,2000143,2026-05-18,60,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2023-07-24,2026-07-08,2025-08-14,23015.84,19560.27,19560.27,0.00,0.00,262.60,262.60,0.00,0.00,0.00,0.00,CONSUMO,36,36,M,16.11,16.11,PAG,52830.07,2023-07-24,A1,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000144,2000144,2026-05-18,69,CRVIVIENDA,VIGENTE,ED,EDUCACION,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2022-10-18,2027-09-22,2023-09-17,26011.89,4471.90,4471.90,0.00,0.00,44.20,44.20,0.00,0.00,0.00,0.00,CONSUMO,60,60,M,11.86,11.86,VIV,60479.33,2022-10-18,A2,22,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000145,2000145,2026-05-18,5,PFSC,VENCIDO,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2024-05-05,2028-04-14,2025-08-02,18904.53,9531.99,8204.16,0.00,1327.83,126.38,126.38,17.60,0.00,0.00,26.56,INMOBILIARIO,48,48,M,15.91,15.91,QUI,45366.28,2024-05-05,A2,14,12,0,1327.83,17.60,26.56,0.00,6.64,0.00
9000000146,2000146,2026-05-18,69,CRVIVIENDA,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-06-17,2024-06-06,2023-10-23,24931.53,20306.38,18566.65,0.00,1739.73,266.35,266.35,22.82,0.00,0.00,34.79,MICROCREDITO,24,24,M,15.74,15.74,PAG,25318.99,2022-06-17,A2,3,18,0,1739.73,22.82,34.79,0.00,8.70,0.00
9000000147,2000147,2026-05-18,69,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2023-01-29,2028-01-03,2025-06-06,32483.42,25313.24,25313.24,0.00,0.00,369.57,369.57,0.00,0.00,0.00,0.00,INMOBILIARIO,60,60,M,17.52,17.52,QUI,59812.40,2023-01-29,A1,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000148,2000148,2026-05-18,60,PFMC,VENCIDO,CT,CAPITAL DE TRABAJO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-10-09,2026-10-04,2026-01-17,16779.45,12751.12,12751.12,0.00,0.00,114.97,114.97,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,10.82,10.82,QUI,39659.32,2025-10-09,A1,12,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000149,2000149,2026-05-18,41,MICROCRED,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-03-06,2026-03-01,2025-05-04,7637.64,1280.66,1280.66,0.00,0.00,10.74,10.74,0.00,0.00,0.00,0.00,CONSUMO,12,12,M,10.06,10.06,VIV,11249.19,2025-03-06,A1,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000150,2000150,2026-05-18,60,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-09-02,2027-08-07,2023-01-06,25616.04,11878.35,11878.35,0.00,0.00,119.38,119.38,0.00,0.00,0.00,0.00,CONSUMO,60,60,M,12.06,12.06,VIV,48551.47,2022-09-02,A1,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000151,2000151,2026-05-18,5,CRVIVIENDA,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-09-01,2025-02-22,2025-02-10,24064.45,16377.52,16377.52,0.00,0.00,187.39,187.39,0.00,0.00,0.00,0.00,INMOBILIARIO,18,18,M,13.73,13.73,VIV,52874.30,2023-09-01,A1,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000152,2000152,2026-05-18,20,CRVIVIENDA,CASTIGADO,CT,CAPITAL DE TRABAJO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2026-04-03,2031-03-08,2026-04-17,15302.56,4818.19,3839.48,0.00,978.71,53.24,53.24,10.81,0.00,0.00,19.57,MICROCREDITO,60,60,M,13.26,13.26,VIV,20894.49,2026-04-03,B1,7,25,0,978.71,10.81,19.57,0.00,4.89,0.00
9000000153,2000153,2026-05-18,48,PFMC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-12-27,2029-11-25,2024-05-02,31845.91,18458.37,18458.37,0.00,0.00,154.28,154.28,0.00,0.00,0.00,0.00,INMOBILIARIO,72,72,M,10.03,10.03,QUI,31932.44,2023-12-27,C1,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000154,2000154,2026-05-18,60,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-11-05,2028-10-04,2023-05-20,21305.85,7490.82,7490.82,0.00,0.00,87.95,87.95,0.00,0.00,0.00,0.00,CONSUMO,72,72,M,14.09,14.09,QUI,28755.50,2022-11-05,A1,19,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000155,2000155,2026-05-18,41,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2024-12-20,2026-12-10,2025-09-26,22894.73,13624.02,13624.02,0.00,0.00,184.72,184.72,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,16.27,16.27,PAG,41099.87,2024-12-20,A1,28,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000156,2000156,2026-05-18,69,PFSC,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-12-18,2025-12-02,2024-03-18,6177.46,5541.93,5541.93,0.00,0.00,58.42,58.42,0.00,0.00,0.00,0.00,CONSUMO,36,36,M,12.65,12.65,QUI,5315.79,2022-12-18,A2,26,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000157,2000157,2026-05-18,20,PFSC,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-09-22,2028-09-06,2026-01-05,33291.71,13625.30,13625.30,0.00,0.00,190.19,190.19,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,16.75,16.75,QUI,35389.59,2025-09-22,C1,10,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000158,2000158,2026-05-18,5,PFSC,VIGENTE,RP,PAGO DE DEUDAS VARIAS,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2022-12-17,2026-11-26,2024-01-16,31013.86,23487.03,18796.54,0.00,4690.49,278.32,278.32,55.58,0.00,0.00,93.81,CONSUMO,48,48,M,14.22,14.22,VIV,46058.76,2022-12-17,C1,25,12,0,4690.49,55.58,93.81,0.00,23.45,0.00
9000000159,2000159,2026-05-18,69,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-05-13,2027-04-28,2024-08-06,23483.12,18267.55,18267.55,0.00,0.00,225.45,225.45,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,14.81,14.81,VIV,48517.90,2024-05-13,C1,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000160,2000160,2026-05-18,5,CRVIVIENDA,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2025-01-07,2026-07-01,2025-08-08,4241.14,2924.14,2305.24,0.00,618.90,40.35,40.35,8.54,0.00,0.00,12.38,CONSUMO,18,18,M,16.56,16.56,VIV,8609.02,2025-01-07,A1,1,3,0,618.90,8.54,12.38,0.00,3.09,0.00
9000000161,2000161,2026-05-18,48,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-05-08,2026-04-28,2025-10-12,32759.35,16327.19,16327.19,0.00,0.00,236.61,236.61,0.00,0.00,0.00,0.00,MICROCREDITO,24,24,M,17.39,17.39,QUI,38208.39,2024-05-08,A1,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000162,2000162,2026-05-18,69,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2025-08-29,2028-08-13,2026-02-17,32042.32,17205.59,17205.59,0.00,0.00,160.44,160.44,0.00,0.00,0.00,0.00,CONSUMO,36,36,M,11.19,11.19,QUI,30782.90,2025-08-29,A1,16,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000163,2000163,2026-05-18,5,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-10-20,2026-09-29,2025-07-24,27582.67,16808.26,16808.26,0.00,0.00,226.91,226.91,0.00,0.00,0.00,0.00,CONSUMO,48,48,M,16.2,16.2,QUI,55997.62,2022-10-20,A2,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000164,2000164,2026-05-18,60,MICROCRED,VIGENTE,MV,MEJORA DE VIVIENDA,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2024-05-13,2027-04-28,2024-07-07,17270.33,13940.72,12357.54,0.00,1583.18,189.48,189.48,21.52,0.00,0.00,31.66,CONSUMO,36,36,M,16.31,16.31,PAG,30344.77,2024-05-13,A1,1,7,0,1583.18,21.52,31.66,0.00,7.92,0.00
9000000165,2000165,2026-05-18,48,CRVIVIENDA,VIGENTE,ED,EDUCACION,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2025-08-03,2028-07-18,2025-11-09,34147.75,16003.77,16003.77,0.00,0.00,149.37,149.37,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,11.2,11.2,PAG,78539.11,2025-08-03,C1,14,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000166,2000166,2026-05-18,60,PFMC,VENCIDO,RP,PAGO DE DEUDAS VARIAS,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2022-11-28,2027-11-02,2026-02-21,12973.13,3148.95,3148.95,0.00,0.00,25.72,25.72,0.00,0.00,0.00,0.00,MICROCREDITO,60,60,M,9.8,9.8,VIV,21428.22,2022-11-28,A1,13,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000167,2000167,2026-05-18,48,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2026-04-23,2029-04-07,2026-04-23,25117.99,20319.90,20319.90,0.00,0.00,210.65,210.65,0.00,0.00,0.00,0.00,INMOBILIARIO,36,36,M,12.44,12.44,PAG,36593.31,2026-04-23,A1,5,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000168,2000168,2026-05-18,20,PFMC,VIGENTE,MV,MEJORA DE VIVIENDA,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2022-08-08,2024-01-30,2025-04-14,4968.84,4109.46,4109.46,0.00,0.00,43.46,43.46,0.00,0.00,0.00,0.00,CONSUMO,18,18,M,12.69,12.69,VIV,8939.17,2022-08-08,A1,6,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000169,2000169,2026-05-18,69,MICROCRED,VENCIDO,RP,PAGO DE DEUDAS VARIAS,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2025-08-15,2027-08-05,2026-02-25,30082.09,7037.34,7037.34,0.00,0.00,106.21,106.21,0.00,0.00,0.00,0.00,CONSUMO,24,24,M,18.11,18.11,QUI,41202.32,2025-08-15,B1,9,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000170,2000170,2026-05-18,69,PFMC,VIGENTE,CV,COMPRA DE VEHICULO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2023-12-08,2029-11-06,2025-09-08,14164.17,4017.70,4017.70,0.00,0.00,47.11,47.11,0.00,0.00,0.00,0.00,INMOBILIARIO,72,72,M,14.07,14.07,PAG,32050.17,2023-12-08,C1,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000171,2000171,2026-05-18,69,MICROCRED,VIGENTE,CV,COMPRA DE VEHICULO,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2026-01-31,2027-01-26,2026-03-05,19344.85,14784.05,12891.04,0.00,1893.01,136.01,136.01,17.42,0.00,0.00,37.86,CONSUMO,12,12,M,11.04,11.04,QUI,30071.06,2026-01-31,B1,11,4,0,1893.01,17.42,37.86,0.00,9.47,0.00
9000000172,2000172,2026-05-18,5,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2023-08-30,2029-07-29,2025-05-15,27994.89,19178.37,19178.37,0.00,0.00,272.01,272.01,0.00,0.00,0.00,0.00,INMOBILIARIO,72,72,M,17.02,17.02,QUI,50824.48,2023-08-30,A2,15,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000173,2000173,2026-05-18,69,MICROCRED,VIGENTE,CT,CAPITAL DE TRABAJO,S960201,PELUQUERIA Y OTROS TRATAMIENTOS DE BELLEZA,2023-04-30,2028-04-03,2024-06-24,16698.38,7846.32,7846.32,0.00,0.00,91.80,91.80,0.00,0.00,0.00,0.00,MICROCREDITO,60,60,M,14.04,14.04,VIV,38051.42,2023-04-30,C1,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000174,2000174,2026-05-18,60,CRVIVIENDA,VIGENTE,CT,CAPITAL DE TRABAJO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2026-02-11,2028-02-01,2026-03-24,17678.36,7036.60,5283.31,0.00,1753.29,85.96,85.96,21.42,0.00,0.00,35.07,CONSUMO,24,24,M,14.66,14.66,PAG,33805.32,2026-02-11,A1,3,30,1,1753.29,21.42,35.07,0.00,8.77,0.00
9000000175,2000175,2026-05-18,69,MICROCRED,VIGENTE,ED,EDUCACION,H492201,TRANSPORTE DE PASAJEROS POR CARRETERA,2024-07-27,2025-07-22,2025-04-06,2165.39,485.24,485.24,0.00,0.00,5.55,5.55,0.00,0.00,0.00,0.00,INMOBILIARIO,12,12,M,13.73,13.73,PAG,4983.12,2024-07-27,A2,7,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000176,2000176,2026-05-18,5,PFMC,CASTIGADO,CT,CAPITAL DE TRABAJO,G471101,VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS,2025-02-06,2029-01-16,2025-10-13,6727.91,3781.96,3781.96,0.00,0.00,35.05,35.05,0.00,0.00,0.00,0.00,CONSUMO,48,48,M,11.12,11.12,VIV,6346.71,2025-02-06,A1,9,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000177,2000177,2026-05-18,60,PFMC,CASTIGADO,CV,COMPRA DE VEHICULO,I561001,ACTIVIDADES DE RESTAURANTES Y SERVICIO MOVIL DE COMIDAS,2023-09-26,2027-09-05,2025-01-18,3765.96,738.87,738.87,0.00,0.00,11.40,11.40,0.00,0.00,0.00,0.00,INMOBILIARIO,48,48,M,18.52,18.52,QUI,5674.72,2023-09-26,A2,21,0,0,0.00,0.00,0.00,0.00,0.00,0.00
9000000178,2000178,2026-05-18,20,PFSC,VIGENTE,MV,MEJORA DE VIVIENDA,A011301,CULTIVO DE HORTALIZAS Y LEGUMBRES,2022-09-13,2026-08-23,2025-12-17,20182.81,16975.75,15533.93,0.00,1441.82,244.31,244.31,20.75,0.00,0.00,28.84,MICROCREDITO,48,48,M,17.27,17.27,PAG,18173.13,2022-09-13,A2,13,29,0,1441.82,20.75,28.84,0.00,7.21,0.00
